episode,avg_loss,avg_H,avg_MCT,ep_reward,starved,srpt_agree,lambda_ent
284,-0.129836,0.666384,68.1594,-0.114773,0,0.3333,0.29162
285,-0.110726,0.639820,29.6146,-0.074401,0,0.6667,0.29159
286,-0.120661,0.650882,49.4205,-0.122204,0,0.4000,0.29156
287,-0.123906,0.661866,65.0221,-0.114544,0,0.3333,0.29153
288,-0.126765,0.657866,102.6598,-0.137132,0,0.4082,0.29150
289,-0.112694,0.627152,48.8546,-0.075155,0,0.1860,0.29147
290,-0.132009,0.682010,38.8586,-0.091205,0,0.4815,0.29145
291,-0.130821,0.687799,43.6206,-0.088782,0,0.7273,0.29142
292,-0.112883,0.626868,66.2086,-0.107354,0,0.6341,0.29139
293,-0.128768,0.677018,75.9653,-0.107986,0,0.4000,0.29136
294,-0.142376,0.697835,50.0368,-0.108342,1,0.3448,0.29133
295,-0.121631,0.665618,83.7989,-0.161155,0,0.4545,0.29130
296,-0.115315,0.649846,72.1993,-0.145079,1,0.4516,0.29127
297,-0.118006,0.650581,46.6245,-0.105297,1,0.4286,0.29124
298,-0.134262,0.667702,62.5065,-0.116569,0,0.3939,0.29121
299,-0.145108,0.689578,48.3275,-0.110345,0,0.4643,0.29118
300,-0.120242,0.652827,88.2239,-0.101247,0,0.2982,0.29115
301,-0.134317,0.679922,42.2356,-0.086393,0,0.3226,0.29112
302,-0.134539,0.702659,58.7666,-0.114195,0,0.5588,0.29109
303,-0.111891,0.663517,48.8728,-0.144147,0,0.4762,0.29106
304,-0.120516,0.656068,74.1751,-0.139572,1,0.1818,0.29103
305,-0.125741,0.666576,29.4120,-0.094977,0,0.6000,0.29100
306,-0.127839,0.670123,92.5645,-0.151025,0,0.3421,0.29097
307,-0.123364,0.651413,91.1389,-0.137967,0,0.3953,0.29094
308,-0.127582,0.651841,52.6311,-0.115986,0,0.4643,0.29091
309,-0.120974,0.665525,48.6361,-0.102949,0,0.5333,0.29088
310,-0.118191,0.651495,63.0284,-0.111258,0,0.2500,0.29085
311,-0.110456,0.622099,51.4974,-0.127023,0,0.4000,0.29083
312,-0.140311,0.678626,42.5127,-0.100221,0,0.4231,0.29080
313,-0.133607,0.688585,74.5458,-0.106204,0,0.2791,0.29077
314,-0.125825,0.655071,48.4946,-0.096604,0,0.3125,0.29074
315,-0.135550,0.685688,51.3421,-0.106619,0,0.5484,0.29071
316,-0.141344,0.682506,50.7309,-0.090425,0,0.4474,0.29068
317,-0.125275,0.673425,67.5773,-0.112614,0,0.3421,0.29065
318,-0.144519,0.699181,76.0234,-0.136733,0,0.2647,0.29062
319,-0.133587,0.701357,71.2528,-0.134791,0,0.2424,0.29059
320,-0.136139,0.698188,79.1874,-0.116253,0,0.4048,0.29056
321,-0.119326,0.661512,85.0352,-0.166815,0,0.3226,0.29053
322,-0.128910,0.680694,59.3145,-0.098014,0,0.3158,0.29050
323,-0.126519,0.664437,25.6004,-0.115461,0,0.3571,0.29047
324,-0.120071,0.664472,46.5792,-0.132788,0,0.3636,0.29044
325,-0.123872,0.672180,70.3525,-0.137625,0,0.3438,0.29041
326,-0.134698,0.687633,21.0019,-0.069513,1,0.7619,0.29038
327,-0.112537,0.632712,30.6441,-0.102094,1,0.4737,0.29035
328,-0.130718,0.676006,54.0006,-0.092035,0,0.5500,0.29032
329,-0.135854,0.682201,96.7439,-0.159052,1,0.3684,0.29029
330,-0.134367,0.693454,53.1152,-0.135750,0,0.5833,0.29026
331,-0.132731,0.684651,85.9481,-0.107347,0,0.2941,0.29024
332,-0.133029,0.679351,104.2954,-0.136635,0,0.2500,0.29021
333,-0.135062,0.684859,82.9787,-0.124478,1,0.3182,0.29018
334,-0.130409,0.680237,49.5066,-0.115687,0,0.2963,0.29015
335,-0.131718,0.676027,40.5465,-0.101788,0,0.4400,0.29012
