episode,avg_loss,avg_H,avg_MCT,ep_reward,starved,srpt_agree,lambda_ent
353,-0.154627,0.649591,36.1752,-0.082263,0,0.4286,0.28959
354,-0.153702,0.652973,32.6127,-0.080771,0,0.6071,0.28956
355,-0.160195,0.668919,99.6619,-0.144560,0,0.4468,0.28953
356,-0.157786,0.656194,59.4407,-0.085888,0,0.4583,0.28950
357,-0.157463,0.650727,88.2296,-0.120268,0,0.3958,0.28947
358,-0.163423,0.677910,115.5267,-0.149548,0,0.2000,0.28944
359,-0.159468,0.656860,70.5010,-0.133201,0,0.3438,0.28941
360,-0.166889,0.700532,41.8430,-0.099711,0,0.5926,0.28938
361,-0.162218,0.675584,69.2581,-0.139689,0,0.3667,0.28935
362,-0.161089,0.669708,40.8460,-0.124484,0,0.4500,0.28932
363,-0.159676,0.655206,43.5521,-0.116235,0,0.3913,0.28929
364,-0.162167,0.671749,77.6745,-0.116157,0,0.2619,0.28926
365,-0.165751,0.675514,81.9832,-0.111344,0,0.3958,0.28923
366,-0.151362,0.648955,71.8884,-0.137290,0,0.3438,0.28920
367,-0.170685,0.686173,58.1615,-0.091016,0,0.3488,0.28917
368,-0.160355,0.661743,71.8034,-0.116317,0,0.3684,0.28914
369,-0.159976,0.670240,41.3345,-0.097268,1,0.3333,0.28911
370,-0.163525,0.689018,45.2880,-0.101774,0,0.5172,0.28908
371,-0.156340,0.657219,82.3721,-0.162374,0,0.4516,0.28906
372,-0.157323,0.670730,55.6054,-0.091717,0,0.4250,0.28903
373,-0.153014,0.637769,76.4024,-0.143895,0,0.4242,0.28900
374,-0.166409,0.683943,80.7880,-0.124249,0,0.2439,0.28897
375,-0.153397,0.655351,74.6290,-0.133385,1,0.5000,0.28894
376,-0.162195,0.666563,85.1537,-0.125459,1,0.4186,0.28891
377,-0.153166,0.647641,43.1240,-0.122332,1,0.4545,0.28888
378,-0.165335,0.675562,51.5478,-0.097619,1,0.3143,0.28885
379,-0.154109,0.642657,60.5202,-0.102590,0,0.6000,0.28882
380,-0.155676,0.648938,81.5071,-0.129280,0,0.4000,0.28879
381,-0.155897,0.650551,109.5194,-0.120987,0,0.3115,0.28876
382,-0.158213,0.666156,48.9766,-0.108716,0,0.2857,0.28873
383,-0.155688,0.670209,60.8029,-0.117574,1,0.2424,0.28870
384,-0.161897,0.670559,44.7237,-0.088277,0,0.4848,0.28867
