episode,avg_loss,avg_H,avg_MCT,ep_reward,starved,srpt_agree,lambda_ent
32,-0.078612,0.609097,81.7311,-0.048185,0,0.3404,0.29906
33,-0.095612,0.618756,43.0412,-0.031005,0,0.6250,0.29903
34,-0.068378,0.625119,82.8832,-0.045323,0,0.4186,0.29900
35,-0.105412,0.623829,35.1940,-0.018703,0,0.4643,0.29897
36,-0.092714,0.628307,80.0875,-0.044141,0,0.5000,0.29894
37,-0.083215,0.616794,73.2976,-0.045384,0,0.5349,0.29891
38,-0.090549,0.620691,63.2371,-0.035774,0,0.4848,0.29888
39,-0.101051,0.654771,51.3843,-0.032205,0,0.5000,0.29885
40,-0.075339,0.579387,10.7284,-0.006039,0,0.9412,0.29882
41,-0.108628,0.645893,65.6645,-0.035031,0,0.4688,0.29879
42,-0.081847,0.622110,59.1853,-0.029129,0,0.3448,0.29876
43,-0.081301,0.610475,29.6569,-0.016005,0,0.4737,0.29873
44,-0.057186,0.585027,45.2515,-0.023833,0,0.3750,0.29870
45,-0.065598,0.582361,25.9770,-0.014038,0,0.5500,0.29867
46,-0.089803,0.609852,102.0558,-0.042946,0,0.3023,0.29864
47,-0.093635,0.630633,44.7362,-0.025953,0,0.6000,0.29861
48,-0.075563,0.616724,67.1998,-0.030287,1,0.2963,0.29858
49,-0.078619,0.634537,60.5780,-0.027107,0,0.2963,0.29855
50,-0.063106,0.652743,73.8783,-0.038349,0,0.4286,0.29852
51,-0.082279,0.605245,93.3968,-0.047883,0,0.4000,0.29850
52,-0.110938,0.631926,54.3080,-0.031777,1,0.5000,0.29847
53,-0.073800,0.622191,54.6566,-0.027857,0,0.4118,0.29844
54,-0.086924,0.642100,55.4430,-0.030458,0,0.3333,0.29841
55,-0.081686,0.634371,77.2061,-0.046679,0,0.2973,0.29838
56,-0.076681,0.626218,53.6269,-0.031365,1,0.5758,0.29835
57,-0.084258,0.607153,66.6291,-0.037673,0,0.4242,0.29832
58,-0.103613,0.652476,51.5172,-0.030010,1,0.4783,0.29829
59,-0.093214,0.635031,89.6839,-0.039132,1,0.1892,0.29826
60,-0.105561,0.632354,82.7755,-0.039693,0,0.3617,0.29823
61,-0.111768,0.640696,57.3749,-0.030826,0,0.4348,0.29820
62,-0.101042,0.667856,53.7722,-0.028410,0,0.3333,0.29817
63,-0.099336,0.652557,125.5727,-0.051981,0,0.2800,0.29814
64,-0.100058,0.625426,37.8341,-0.018555,0,0.6087,0.29811
65,-0.107648,0.651488,68.8732,-0.041718,0,0.4516,0.29808
66,-0.093838,0.661225,65.7960,-0.039933,1,0.3600,0.29805
67,-0.104987,0.663867,24.6751,-0.015140,1,0.4167,0.29802
68,-0.107488,0.661913,77.3103,-0.039205,0,0.3714,0.29799
69,-0.088071,0.662257,102.7994,-0.048850,0,0.2500,0.29796
70,-0.112093,0.671543,78.0030,-0.036228,0,0.3214,0.29794
71,-0.097256,0.691685,73.2878,-0.038226,0,0.4000,0.29791
72,-0.071428,0.638709,26.8315,-0.019644,0,0.7083,0.29788
73,-0.113940,0.674606,58.7007,-0.031163,0,0.4828,0.29785
74,-0.121317,0.668866,60.5058,-0.028017,1,0.3571,0.29782
75,-0.092064,0.645990,37.2317,-0.025798,0,0.5417,0.29779
76,-0.110255,0.650150,36.6447,-0.019212,0,0.4400,0.29776
77,-0.117016,0.671883,98.5974,-0.046774,0,0.2791,0.29773
78,-0.064605,0.613939,70.6022,-0.037308,1,0.2963,0.29770
79,-0.128182,0.652649,27.6505,-0.020244,0,0.7143,0.29767
80,-0.105852,0.672481,68.9294,-0.038561,1,0.3333,0.29764
81,-0.112686,0.674328,58.9802,-0.029840,0,0.2903,0.29761
82,-0.114129,0.664888,100.6816,-0.052488,0,0.3333,0.29758
83,-0.111221,0.684827,46.3382,-0.025716,0,0.5000,0.29755
84,-0.102305,0.657658,95.7847,-0.048619,0,0.4048,0.29752
85,-0.108587,0.683418,41.9030,-0.025377,1,0.5217,0.29749
86,-0.118164,0.672850,80.9364,-0.036908,1,0.2069,0.29746
87,-0.125134,0.695216,61.9437,-0.038350,0,0.6923,0.29743
88,-0.131172,0.703171,77.1090,-0.034618,0,0.2564,0.29740
89,-0.098528,0.668769,64.5829,-0.037490,0,0.6061,0.29737
90,-0.098732,0.684975,114.1971,-0.057799,0,0.4043,0.29734
91,-0.093382,0.685379,78.6272,-0.046845,1,0.4000,0.29732
92,-0.106007,0.654142,55.9827,-0.030327,0,0.4800,0.29729
93,-0.108967,0.708759,53.7787,-0.023273,0,0.3636,0.29726
94,-0.092994,0.657775,45.4491,-0.020241,0,0.3889,0.29723
95,-0.108514,0.691212,33.5687,-0.023222,0,0.6190,0.29720
96,-0.096830,0.681034,60.9294,-0.033279,0,0.3929,0.29717
97,-0.105884,0.678906,117.4871,-0.052389,0,0.2143,0.29714
98,-0.105561,0.658435,72.6466,-0.039838,0,0.3824,0.29711
99,-0.119826,0.688533,76.8567,-0.042575,0,0.3778,0.29708
100,-0.111330,0.691908,65.7518,-0.037433,1,0.4688,0.29705
101,-0.119434,0.691168,61.7553,-0.032429,0,0.4828,0.29702
102,-0.084883,0.667475,36.1260,-0.029486,1,0.6190,0.29699
103,-0.071579,0.634953,30.0640,-0.022579,0,0.6667,0.29696
104,-0.110074,0.672062,62.1396,-0.044655,0,0.5476,0.29693
105,-0.108155,0.664802,79.9850,-0.039645,0,0.3243,0.29690
106,-0.112692,0.653115,50.0964,-0.026888,1,0.4211,0.29687
107,-0.117292,0.682014,72.9027,-0.035988,0,0.3611,0.29684
108,-0.108465,0.684425,82.6052,-0.050666,0,0.5000,0.29681
109,-0.118370,0.682875,77.9033,-0.042580,0,0.3636,0.29678
110,-0.123303,0.701691,65.8963,-0.038635,1,0.4865,0.29675
111,-0.096111,0.689943,35.8934,-0.019119,1,0.7000,0.29673
112,-0.107288,0.673387,37.0758,-0.025546,0,0.6800,0.29670
113,-0.130982,0.696578,73.2846,-0.041906,1,0.3889,0.29667
114,-0.120408,0.702176,54.6849,-0.034570,0,0.5357,0.29664
115,-0.105232,0.640501,54.7801,-0.029030,1,0.4194,0.29661
116,-0.067529,0.615420,25.2720,-0.015959,1,0.5238,0.29658
117,-0.098372,0.681115,71.2608,-0.037777,0,0.2812,0.29655
118,-0.092377,0.673794,44.3552,-0.027026,1,0.5769,0.29652
119,-0.107763,0.643832,46.8445,-0.024917,0,0.4400,0.29649
120,-0.090803,0.669631,32.9010,-0.018018,0,0.3913,0.29646
121,-0.118490,0.683691,49.0224,-0.029440,0,0.3182,0.29643
122,-0.098282,0.643246,25.1091,-0.018830,0,0.8462,0.29640
123,-0.118132,0.670491,93.1347,-0.043989,0,0.2703,0.29637
124,-0.127521,0.675515,58.1405,-0.028105,1,0.3571,0.29634
125,-0.118051,0.673735,56.4539,-0.029818,0,0.5000,0.29631
126,-0.078813,0.639073,60.8812,-0.036271,1,0.3939,0.29628
127,-0.099478,0.664638,72.3768,-0.033179,0,0.4545,0.29625
128,-0.118619,0.688413,55.6085,-0.032145,0,0.4737,0.29622
129,-0.110104,0.653146,48.5909,-0.027234,0,0.4828,0.29619
130,-0.111523,0.659902,84.5886,-0.047428,0,0.3750,0.29617
131,-0.098230,0.649006,102.4559,-0.047498,0,0.4419,0.29614
132,-0.111947,0.660448,70.4673,-0.037918,0,0.3333,0.29611
133,-0.131808,0.653011,64.8530,-0.031011,0,0.2778,0.29608
134,-0.105936,0.690040,27.5883,-0.017334,1,0.6364,0.29605
135,-0.133691,0.656923,25.3687,-0.015426,1,0.5714,0.29602
136,-0.114591,0.663262,68.2111,-0.037677,0,0.4839,0.29599
137,-0.094645,0.666721,53.0381,-0.029256,1,0.4000,0.29596
138,-0.107730,0.680961,44.5980,-0.031223,0,0.6216,0.29593
139,-0.103987,0.644804,73.5624,-0.042624,0,0.5610,0.29590
140,-0.101293,0.655245,52.8164,-0.035168,0,0.8000,0.29587
141,-0.102390,0.653069,55.3755,-0.029557,1,0.3667,0.29584
142,-0.106977,0.645791,61.2299,-0.034831,1,0.2222,0.29581
143,-0.099190,0.655625,39.9411,-0.021522,0,0.5000,0.29578
144,-0.124863,0.668511,69.2156,-0.037668,1,0.4444,0.29575
145,-0.098449,0.677617,43.3226,-0.025362,0,0.5000,0.29572
146,-0.130639,0.702222,54.2603,-0.028733,1,0.3793,0.29569
147,-0.099226,0.642235,40.0857,-0.022559,0,0.4800,0.29566
148,-0.094594,0.656157,88.1186,-0.047950,0,0.3889,0.29563
149,-0.101617,0.668349,77.4731,-0.046851,0,0.3922,0.29560
150,-0.101228,0.658122,44.3620,-0.018993,1,0.4815,0.29557
151,-0.114609,0.695430,56.5578,-0.037646,0,0.5484,0.29555
152,-0.088638,0.628762,90.9506,-0.039649,0,0.2188,0.29552
153,-0.124641,0.679341,38.8292,-0.022151,0,0.5625,0.29549
154,-0.125918,0.682070,82.8505,-0.041882,0,0.2727,0.29546
155,-0.101433,0.664338,107.0589,-0.054874,1,0.2778,0.29543
156,-0.089469,0.622898,39.5688,-0.034499,0,0.7353,0.29540
157,-0.082568,0.671458,42.9899,-0.022428,0,0.4444,0.29537
158,-0.117885,0.658928,51.1739,-0.027370,0,0.3750,0.29534
159,-0.108752,0.678769,33.5319,-0.021545,0,0.6800,0.29531
160,-0.100453,0.655609,47.9219,-0.021718,0,0.2857,0.29528
161,-0.109494,0.658454,73.3539,-0.036613,0,0.3846,0.29525
162,-0.117624,0.646714,41.3576,-0.021546,0,0.4375,0.29522
163,-0.112931,0.673917,52.3835,-0.035879,0,0.2759,0.29519
164,-0.087610,0.655618,86.6588,-0.037531,0,0.2826,0.29516
165,-0.089010,0.634398,23.9759,-0.018861,0,0.8095,0.29513
166,-0.125956,0.666944,34.5739,-0.023915,0,0.6667,0.29510
167,-0.124857,0.687621,71.8724,-0.037463,0,0.4848,0.29507
168,-0.106188,0.615911,52.2699,-0.031746,0,0.6944,0.29504
169,-0.127112,0.666830,68.3120,-0.036311,1,0.3636,0.29501
170,-0.090113,0.650752,67.0516,-0.028642,1,0.3235,0.29498
171,-0.099847,0.632557,85.9105,-0.041488,0,0.4872,0.29496
172,-0.103502,0.645973,67.5209,-0.039604,0,0.4848,0.29493
173,-0.094816,0.666564,65.8791,-0.038517,0,0.3939,0.29490
174,-0.083851,0.628156,80.2095,-0.038270,0,0.2903,0.29487
175,-0.084124,0.653632,88.3168,-0.039918,0,0.4412,0.29484
176,-0.100412,0.651628,51.6111,-0.032663,0,0.4857,0.29481
177,-0.121815,0.642435,32.6679,-0.024006,0,0.8696,0.29478
178,-0.104915,0.676163,36.3033,-0.021137,0,0.6562,0.29475
179,-0.099461,0.642340,47.8552,-0.030393,0,0.6176,0.29472
180,-0.119978,0.668831,43.0672,-0.022292,0,0.4750,0.29469
181,-0.064623,0.614087,39.2945,-0.022195,0,0.5200,0.29466
182,-0.105084,0.663053,36.6279,-0.018217,0,0.4667,0.29463
183,-0.130396,0.680761,40.5105,-0.029408,1,0.3636,0.29460
184,-0.101539,0.653944,99.8826,-0.058165,0,0.4651,0.29457
185,-0.111796,0.660812,38.7695,-0.023328,0,0.5000,0.29454
186,-0.096343,0.650646,62.3931,-0.033559,0,0.4848,0.29451
187,-0.111518,0.669938,36.5122,-0.024943,0,0.5263,0.29448
188,-0.102641,0.650392,88.1520,-0.042910,0,0.4000,0.29445
189,-0.116260,0.656790,70.9693,-0.033719,0,0.3636,0.29442
190,-0.091007,0.672436,67.8367,-0.032939,0,0.5000,0.29439
191,-0.108628,0.664592,75.9754,-0.037687,0,0.3438,0.29437
192,-0.096586,0.623033,61.0398,-0.030598,0,0.4074,0.29434
193,-0.107541,0.636495,56.9448,-0.032775,0,0.4516,0.29431
194,-0.104836,0.665883,93.0289,-0.039993,0,0.3556,0.29428
195,-0.087443,0.635748,53.4949,-0.031357,1,0.4375,0.29425
196,-0.075937,0.674502,30.9570,-0.017724,0,0.5000,0.29422
197,-0.102420,0.657380,93.6102,-0.043520,0,0.2727,0.29419
198,-0.099422,0.646569,66.8276,-0.039118,0,0.5143,0.29416
199,-0.103048,0.662260,51.6933,-0.028009,1,0.5000,0.29413
200,-0.091751,0.634783,88.7690,-0.048632,0,0.3947,0.29410
201,-0.118254,0.637978,57.3757,-0.031570,1,0.4375,0.29407
202,-0.158084,0.697059,67.5922,-0.038184,0,0.3235,0.29404
203,-0.143659,0.638249,44.3438,-0.030317,0,0.7222,0.29401
204,-0.149563,0.666309,71.1804,-0.035553,0,0.4878,0.29398
205,-0.137241,0.626503,89.0332,-0.045114,0,0.2812,0.29395
206,-0.148648,0.659505,95.6652,-0.046396,0,0.3333,0.29392
207,-0.149761,0.655229,26.8219,-0.017504,0,0.8000,0.29389
208,-0.155547,0.663406,72.2437,-0.036691,0,0.5000,0.29386
209,-0.139173,0.619377,62.9948,-0.032964,0,0.5312,0.29383
210,-0.150763,0.648684,37.6655,-0.021259,0,0.6190,0.29380
211,-0.152954,0.686950,77.2112,-0.040428,0,0.3824,0.29378
212,-0.136090,0.627494,39.0685,-0.024613,1,0.4074,0.29375
213,-0.151132,0.655792,75.6175,-0.041112,0,0.2759,0.29372
214,-0.157707,0.648587,75.4812,-0.039224,0,0.4194,0.29369
215,-0.144375,0.644439,47.4457,-0.028004,0,0.4231,0.29366
216,-0.151686,0.651604,35.4177,-0.020328,0,0.6154,0.29363
217,-0.146113,0.658945,53.6290,-0.035770,0,0.5455,0.29360
218,-0.148736,0.659089,77.4344,-0.042409,0,0.4286,0.29357
219,-0.137242,0.639328,32.6160,-0.015194,0,0.4211,0.29354
220,-0.141353,0.641242,69.3138,-0.027394,0,0.3000,0.29351
221,-0.159266,0.664722,52.4262,-0.032168,0,0.5714,0.29348
222,-0.140677,0.631040,66.0281,-0.037219,0,0.3846,0.29345
223,-0.139827,0.635917,88.4793,-0.042610,0,0.3750,0.29342
224,-0.144217,0.643790,71.1312,-0.040441,0,0.4412,0.29339
225,-0.155162,0.648278,62.8926,-0.025590,0,0.3793,0.29336
226,-0.160456,0.692911,23.7046,-0.013140,1,0.5833,0.29333
227,-0.162308,0.697075,67.3662,-0.039685,0,0.5357,0.29330
228,-0.149093,0.630199,22.4797,-0.011226,0,0.5833,0.29327
229,-0.149291,0.652540,24.2382,-0.012732,0,0.5500,0.29324
230,-0.150191,0.651026,35.4989,-0.025673,0,0.6667,0.29322
231,-0.140006,0.630543,84.2335,-0.043489,0,0.4643,0.29319
232,-0.148131,0.650087,50.5303,-0.025314,0,0.4400,0.29316
233,-0.154870,0.656083,51.6953,-0.031183,0,0.6786,0.29313
234,-0.159408,0.662239,49.2946,-0.023913,0,0.3871,0.29310
235,-0.152157,0.647759,83.5105,-0.046279,0,0.2903,0.29307
236,-0.143630,0.654567,87.9567,-0.043543,1,0.3438,0.29304
237,-0.152476,0.664801,48.0691,-0.029627,0,0.4242,0.29301
238,-0.147479,0.654201,51.5104,-0.027952,0,0.4286,0.29298
239,-0.156824,0.656269,41.2787,-0.028956,0,0.7500,0.29295
240,-0.148378,0.652562,56.5620,-0.031794,1,0.4333,0.29292
241,-0.143167,0.649009,64.8957,-0.034167,1,0.3056,0.29289
242,-0.164891,0.683949,27.8371,-0.013543,0,0.5000,0.29286
243,-0.151591,0.651131,105.3821,-0.048515,0,0.2632,0.29283
244,-0.154998,0.637513,44.4235,-0.023644,0,0.6364,0.29280
245,-0.138312,0.650385,54.1669,-0.029877,0,0.3333,0.29277
246,-0.142211,0.647329,39.8305,-0.024334,1,0.3000,0.29274
247,-0.151618,0.660472,91.6284,-0.046331,0,0.2500,0.29271
248,-0.144988,0.646385,97.3158,-0.048147,1,0.1765,0.29268
249,-0.140005,0.636688,80.4078,-0.050351,0,0.5143,0.29265
250,-0.147176,0.641331,81.1467,-0.039574,0,0.3810,0.29262
251,-0.149483,0.643236,48.2565,-0.028738,0,0.5366,0.29260
252,-0.143134,0.634137,39.6974,-0.023010,0,0.4706,0.29257
253,-0.145336,0.635974,34.4963,-0.021204,0,0.4118,0.29254
254,-0.143817,0.645236,42.1623,-0.029921,0,0.7037,0.29251
255,-0.130952,0.617805,51.6529,-0.029661,0,0.4667,0.29248
256,-0.163372,0.677612,32.2307,-0.022174,0,0.6429,0.29245
257,-0.151380,0.649049,55.6502,-0.036741,0,0.6071,0.29242
258,-0.152375,0.638836,60.9007,-0.031778,0,0.4828,0.29239
259,-0.135407,0.620691,36.0852,-0.024750,0,0.6842,0.29236
260,-0.131729,0.626076,52.3754,-0.029008,1,0.2759,0.29233
261,-0.142615,0.637162,46.3867,-0.028677,0,0.4828,0.29230
262,-0.155209,0.665865,58.5324,-0.032621,0,0.5000,0.29227
263,-0.150961,0.652491,108.4745,-0.051438,0,0.3077,0.29224
264,-0.142238,0.644774,99.1327,-0.048627,0,0.3478,0.29221
265,-0.150044,0.641310,70.8087,-0.044815,0,0.4286,0.29218
266,-0.151841,0.674309,33.2415,-0.017227,0,0.4583,0.29215
267,-0.151640,0.666792,62.7604,-0.036291,0,0.4091,0.29212
268,-0.142965,0.635915,21.4458,-0.014464,0,0.7000,0.29209
269,-0.150693,0.649114,69.8141,-0.033114,0,0.4419,0.29206
270,-0.148526,0.640266,44.5924,-0.026066,0,0.3158,0.29203
271,-0.136360,0.624618,59.7079,-0.029523,0,0.2857,0.29201
272,-0.141975,0.651544,26.0894,-0.014917,1,0.6667,0.29198
273,-0.146032,0.636120,59.6373,-0.039065,0,0.7000,0.29195
274,-0.145702,0.662717,43.2112,-0.020823,0,0.4074,0.29192
275,-0.149812,0.640482,42.7141,-0.027494,0,0.5455,0.29189
276,-0.147705,0.631858,56.7968,-0.027002,0,0.5294,0.29186
277,-0.141584,0.623444,66.2684,-0.032016,0,0.4324,0.29183
278,-0.128133,0.609415,52.5980,-0.041270,0,0.5517,0.29180
279,-0.141299,0.643032,34.0291,-0.019615,0,0.5357,0.29177
280,-0.147320,0.644453,83.5339,-0.045791,0,0.3404,0.29174
281,-0.149181,0.637732,70.7189,-0.034265,0,0.3333,0.29171
282,-0.149834,0.645302,58.1319,-0.031733,0,0.2333,0.29168
283,-0.139490,0.630315,61.6928,-0.032716,0,0.5625,0.29165
284,-0.140484,0.631956,46.5544,-0.039880,0,0.7429,0.29162
285,-0.145455,0.640423,35.6762,-0.018040,1,0.5185,0.29159
286,-0.151119,0.637887,49.2108,-0.028628,0,0.4800,0.29156
287,-0.155877,0.665779,54.3688,-0.033852,0,0.6471,0.29153
288,-0.152586,0.658847,93.5574,-0.045498,0,0.5000,0.29150
289,-0.159102,0.672784,42.9539,-0.025734,0,0.5000,0.29147
290,-0.148500,0.653199,42.3139,-0.020374,0,0.4348,0.29145
291,-0.152108,0.674023,59.5039,-0.033987,0,0.5833,0.29142
292,-0.145406,0.643277,88.9152,-0.040967,0,0.2903,0.29139
293,-0.145521,0.635617,70.8727,-0.045165,0,0.6061,0.29136
294,-0.142450,0.632444,49.3498,-0.031967,0,0.5000,0.29133
295,-0.158918,0.670328,91.7520,-0.036938,0,0.4595,0.29130
296,-0.139145,0.617866,72.4349,-0.040283,0,0.4857,0.29127
297,-0.145160,0.629218,44.8743,-0.023401,0,0.5600,0.29124
298,-0.151924,0.648171,55.2389,-0.028633,0,0.4516,0.29121
299,-0.154885,0.668990,58.4354,-0.023624,1,0.2692,0.29118
300,-0.142946,0.635087,100.4267,-0.047719,0,0.2353,0.29115
301,-0.149709,0.635135,40.2267,-0.023648,0,0.2308,0.29112
302,-0.157135,0.650917,64.1933,-0.029814,1,0.3611,0.29109
303,-0.144826,0.634589,43.5728,-0.025798,0,0.5926,0.29106
304,-0.129733,0.611607,49.4418,-0.027039,0,0.5484,0.29103
305,-0.151431,0.655888,32.7456,-0.022797,1,0.5217,0.29100
306,-0.143350,0.640816,94.2496,-0.044556,0,0.3415,0.29097
307,-0.155737,0.661234,114.2266,-0.046444,0,0.2800,0.29094
308,-0.144658,0.637178,43.7127,-0.024446,0,0.4118,0.29091
309,-0.156080,0.656117,61.6230,-0.035492,1,0.3333,0.29088
310,-0.155425,0.660997,55.6351,-0.027451,0,0.4333,0.29085
311,-0.155214,0.663530,43.7534,-0.019113,0,0.6154,0.29083
312,-0.139178,0.622627,39.4029,-0.022957,0,0.3750,0.29080
313,-0.138995,0.621389,55.5854,-0.032007,0,0.4643,0.29077
314,-0.162963,0.690447,41.9289,-0.020294,0,0.4722,0.29074
315,-0.149528,0.687891,64.9889,-0.037529,0,0.3182,0.29071
316,-0.137895,0.644597,47.7708,-0.035681,1,0.6800,0.29068
317,-0.140292,0.627971,66.4998,-0.042021,0,0.6111,0.29065
318,-0.158103,0.652091,59.1826,-0.031383,0,0.5714,0.29062
319,-0.138399,0.647709,55.1153,-0.030550,0,0.5161,0.29059
320,-0.147801,0.633231,83.3562,-0.042943,0,0.3590,0.29056
321,-0.148924,0.651432,79.0307,-0.041248,0,0.3714,0.29053
322,-0.149037,0.629415,53.9212,-0.026945,0,0.3871,0.29050
323,-0.171496,0.687057,22.1950,-0.014625,0,0.6923,0.29047
324,-0.146994,0.627558,42.7832,-0.022996,1,0.5217,0.29044
325,-0.148108,0.654110,70.7816,-0.032440,0,0.3947,0.29041
326,-0.145065,0.611916,15.3019,-0.006563,0,0.9286,0.29038
327,-0.158495,0.682945,28.5441,-0.017899,0,0.5000,0.29035
328,-0.138567,0.625466,53.6081,-0.033299,0,0.5938,0.29032
329,-0.144537,0.640865,72.6977,-0.042444,0,0.3519,0.29029
330,-0.147404,0.641890,69.5315,-0.034817,1,0.2500,0.29026
331,-0.143160,0.640791,82.2916,-0.041053,1,0.3846,0.29024
332,-0.152003,0.669163,109.5997,-0.046219,0,0.2143,0.29021
333,-0.150727,0.652615,77.3348,-0.042453,0,0.3684,0.29018
334,-0.139787,0.639719,56.0384,-0.031774,1,0.4762,0.29015
335,-0.154197,0.683307,43.5742,-0.023311,0,0.5000,0.29012
336,-0.144938,0.667082,77.7056,-0.037327,0,0.1111,0.29009
337,-0.150167,0.636725,37.3430,-0.024678,0,0.7073,0.29006
338,-0.152464,0.671000,63.5181,-0.037668,0,0.3953,0.29003
339,-0.153183,0.651367,42.1419,-0.023836,1,0.5484,0.29000
340,-0.131567,0.606355,63.4669,-0.032751,1,0.3438,0.28997
341,-0.144979,0.639781,25.4314,-0.013681,1,0.5385,0.28994
342,-0.150572,0.648053,22.0724,-0.011934,0,0.6111,0.28991
343,-0.147402,0.640080,63.2544,-0.032380,0,0.3529,0.28988
344,-0.148947,0.657990,93.1670,-0.046054,0,0.2812,0.28985
345,-0.154690,0.642866,27.1728,-0.013955,1,0.6250,0.28982
346,-0.141942,0.639870,43.6577,-0.029020,0,0.4400,0.28979
347,-0.155399,0.660240,37.2311,-0.021482,0,0.4231,0.28976
348,-0.152937,0.648041,56.2175,-0.029203,1,0.5455,0.28973
349,-0.139664,0.627855,30.6743,-0.016276,1,0.5000,0.28970
350,-0.160003,0.662234,60.3769,-0.031464,1,0.4231,0.28968
351,-0.158150,0.655315,26.5134,-0.017084,1,0.5200,0.28965
352,-0.141431,0.618449,47.7219,-0.028742,1,0.5833,0.28962
353,-0.156290,0.667989,39.1016,-0.025249,0,0.6333,0.28959
354,-0.156230,0.659012,71.6866,-0.039481,0,0.5429,0.28956
355,-0.152870,0.646307,74.8024,-0.047798,0,0.5429,0.28953
356,-0.147074,0.666467,49.2279,-0.023458,0,0.1667,0.28950
357,-0.161062,0.659789,48.0732,-0.025134,0,0.3810,0.28947
358,-0.137403,0.634689,57.7258,-0.030302,0,0.6190,0.28944
359,-0.151909,0.656795,77.2266,-0.047087,1,0.6190,0.28941
360,-0.141028,0.617712,28.4453,-0.019834,1,0.5000,0.28938
361,-0.154276,0.661759,111.7586,-0.049829,1,0.3261,0.28935
362,-0.138673,0.638265,67.2073,-0.039664,0,0.6061,0.28932
363,-0.151573,0.644509,58.5455,-0.027949,0,0.3871,0.28929
364,-0.136317,0.640767,81.6069,-0.039096,0,0.3488,0.28926
365,-0.154055,0.689035,51.4536,-0.029599,0,0.6452,0.28923
366,-0.150823,0.659129,69.7964,-0.040070,0,0.3462,0.28920
367,-0.149932,0.637874,74.2488,-0.035491,0,0.2927,0.28917
368,-0.137775,0.620331,49.6272,-0.028838,0,0.5556,0.28914
369,-0.160653,0.665895,58.5836,-0.028128,0,0.3000,0.28911
370,-0.146226,0.634748,71.0602,-0.038698,0,0.3103,0.28908
371,-0.157499,0.653030,92.0311,-0.056446,0,0.4167,0.28906
372,-0.146315,0.649738,97.6904,-0.049900,0,0.4103,0.28903
373,-0.145860,0.658512,87.1136,-0.041971,0,0.3514,0.28900
374,-0.141443,0.650710,64.6763,-0.039989,0,0.5312,0.28897
375,-0.149492,0.661864,32.3712,-0.017456,1,0.7000,0.28894
376,-0.157006,0.665117,33.3878,-0.019804,1,0.3636,0.28891
377,-0.153283,0.650076,90.7877,-0.038497,0,0.4211,0.28888
378,-0.141428,0.632805,51.2384,-0.027341,0,0.4000,0.28885
379,-0.139912,0.623531,43.3433,-0.023731,0,0.5500,0.28882
380,-0.154651,0.661809,29.0159,-0.014226,1,0.5238,0.28879
381,-0.162960,0.671756,41.5419,-0.022892,1,0.6316,0.28876
382,-0.146588,0.640911,71.8102,-0.037383,1,0.4848,0.28873
383,-0.151367,0.654690,76.6804,-0.031588,1,0.2143,0.28870
384,-0.148262,0.646764,52.6275,-0.026977,0,0.3929,0.28867
385,-0.146627,0.661415,93.5623,-0.043880,0,0.4524,0.28864
386,-0.154880,0.656197,105.1711,-0.049177,0,0.3529,0.28861
387,-0.157335,0.670656,57.2819,-0.028934,1,0.3846,0.28858
388,-0.142754,0.651471,70.9807,-0.036040,0,0.4242,0.28855
